time	V(n007)
1.098308656774580e-04	2.500577e+00
1.107931144767253e-04	2.500400e+00
1.115583593837116e-04	2.499984e+00
1.127611551425521e-04	2.499280e+00
1.137740640101511e-04	2.498671e+00
1.157998817453490e-04	2.497842e+00
1.171650781072254e-04	2.497934e+00
1.184546289995907e-04	2.498279e+00
1.198644301904160e-04	2.498468e+00
1.222423933133522e-04	2.498722e+00
1.245534853776511e-04	2.498685e+00
1.270975480401696e-04	2.498494e+00
1.296246034428180e-04	2.499020e+00
1.320935330753284e-04	2.499786e+00
1.345971821287221e-04	2.500072e+00
1.372755198023526e-04	2.500160e+00
1.401519291299619e-04	2.500050e+00
1.429612817935787e-04	2.499682e+00
1.456572393978426e-04	2.499676e+00
1.471525545784833e-04	2.499922e+00
1.497386047246581e-04	2.500748e+00
1.514983521279439e-04	2.501594e+00
1.536398598669858e-04	2.502339e+00
1.550556884078054e-04	2.502413e+00
1.565008861449644e-04	2.502081e+00
1.581409878556126e-04	2.501245e+00
1.601937410362791e-04	2.500028e+00
1.617192113048615e-04	2.499195e+00
1.647701518420261e-04	2.497929e+00
1.660626766728995e-04	2.498070e+00
1.667687691173630e-04	2.498493e+00
1.676278137227826e-04	2.499058e+00
1.693459029336218e-04	2.499907e+00
1.702419987854246e-04	2.499939e+00
1.710577871748562e-04	2.499683e+00
1.720078944497381e-04	2.499443e+00
1.727983363213627e-04	2.499470e+00
1.736513226137182e-04	2.499837e+00
1.748271941407354e-04	2.500567e+00
1.759083256527360e-04	2.501037e+00
1.765879157539231e-04	2.501042e+00
1.771470473254446e-04	2.500833e+00
1.777837148016676e-04	2.500535e+00
1.783552161484593e-04	2.500370e+00
1.786756660319237e-04	2.500388e+00
1.789415351839155e-04	2.500494e+00
1.792094547636848e-04	2.500606e+00
1.796374834691022e-04	2.500637e+00
1.800761004128426e-04	2.500479e+00
1.805387511770863e-04	2.500219e+00
1.811326115309519e-04	2.499915e+00
1.817214010077737e-04	2.499691e+00
1.822136848961259e-04	2.499595e+00
1.826160332081056e-04	2.499630e+00
1.829477474515400e-04	2.499766e+00
1.832981912208864e-04	2.499975e+00
1.836881566676844e-04	2.500215e+00
1.842469633992385e-04	2.500473e+00
1.847219796781935e-04	2.500511e+00
1.852358080996751e-04	2.500423e+00
1.857535839918826e-04	2.500483e+00
1.863185707198209e-04	2.500761e+00
1.869000072132365e-04	2.501014e+00
1.878574582538267e-04	2.501203e+00
1.888506497591713e-04	2.501232e+00
1.904554624412459e-04	2.501163e+00
1.924338842835294e-04	2.501300e+00
1.947882126194964e-04	2.501567e+00
1.971197756181165e-04	2.501204e+00
1.993857803577763e-04	2.500485e+00
2.015599824956275e-04	2.499974e+00
2.034245485132495e-04	2.499764e+00
2.053173086062790e-04	2.500259e+00
2.068632663082929e-04	2.501143e+00
2.084706520315869e-04	2.501730e+00
2.100099440936073e-04	2.501666e+00
2.119823710933648e-04	2.501116e+00
2.141791318454800e-04	2.500310e+00
2.161236197676331e-04	2.499363e+00
2.195949980930343e-04	2.497757e+00
2.213543999087063e-04	2.497554e+00
2.226385236226941e-04	2.497791e+00
2.238949715350252e-04	2.498266e+00
2.258782621190375e-04	2.499237e+00
2.277034724225242e-04	2.499722e+00
2.288586953442746e-04	2.499525e+00
2.301622316616523e-04	2.499128e+00
2.317273182567990e-04	2.498955e+00
2.358047513021355e-04	2.498830e+00
2.409162670303832e-04	2.498914e+00
2.444611983918864e-04	2.499181e+00
2.481814533198106e-04	2.500068e+00
2.514958250057048e-04	2.501527e+00
2.545971646878485e-04	2.502841e+00
2.562943397556599e-04	2.503172e+00
2.582819614002844e-04	2.502893e+00
2.605914829334429e-04	2.502049e+00
2.627893719008083e-04	2.501601e+00
2.652088826622257e-04	2.501631e+00
2.676012898108270e-04	2.501182e+00
2.696160029093178e-04	2.500055e+00
2.723136110277814e-04	2.498733e+00
2.740949022388511e-04	2.498974e+00
2.753456202157241e-04	2.499351e+00
2.769968642001944e-04	2.499004e+00
2.784839757473979e-04	2.498646e+00
2.796690511343695e-04	2.498903e+00
2.807189816478848e-04	2.499163e+00
2.815320165044239e-04	2.499216e+00
2.823726731578768e-04	2.499466e+00
2.827225633518783e-04	2.499748e+00
2.829090230419920e-04	2.499973e+00
2.830921624975818e-04	2.500219e+00
2.832767543662229e-04	2.500450e+00
2.836459381035049e-04	2.500838e+00
2.840306547711811e-04	2.501105e+00
2.845299296035669e-04	2.501131e+00
2.850807535015002e-04	2.500771e+00
2.856105090805211e-04	2.500316e+00
2.863091540619970e-04	2.500019e+00
2.868203522020831e-04	2.500180e+00
2.874216587440276e-04	2.500588e+00
2.880320355425005e-04	2.500846e+00
2.888632395733805e-04	2.500987e+00
2.898058987436691e-04	2.501027e+00
2.916912170842462e-04	2.501129e+00
2.934757221674704e-04	2.501520e+00
2.956709658667919e-04	2.501698e+00
2.978537758288484e-04	2.501173e+00
2.998215561950400e-04	2.500719e+00
3.021377323707486e-04	2.500205e+00
3.046358879863226e-04	2.499384e+00
3.074921425677583e-04	2.498888e+00
3.091394605394812e-04	2.498680e+00
3.108308477886892e-04	2.498328e+00
3.126073846433620e-04	2.498352e+00
3.139485617469057e-04	2.498417e+00
3.152834168371511e-04	2.498279e+00
3.169371533087843e-04	2.498584e+00
3.180911594036527e-04	2.498994e+00
3.198000808043567e-04	2.499245e+00
3.216020274466702e-04	2.499075e+00
3.240086795521634e-04	2.498353e+00
3.262559997423677e-04	2.497870e+00
3.289765208202098e-04	2.498187e+00
3.316734107322389e-04	2.499318e+00
3.344895508952404e-04	2.500329e+00
3.365750878515373e-04	2.500386e+00
3.392008565887683e-04	2.500716e+00
3.410942934706455e-04	2.501698e+00
3.430606398283541e-04	2.502645e+00
3.443708560119835e-04	2.502729e+00
3.452921422311975e-04	2.502485e+00
3.464935315595191e-04	2.501994e+00
3.486725109606444e-04	2.501027e+00
3.505262902155507e-04	2.500489e+00
3.523534019407470e-04	2.500386e+00
3.543874610634884e-04	2.500530e+00
3.567607705221193e-04	2.500672e+00
3.589674032465713e-04	2.500264e+00
3.607560430683241e-04	2.499524e+00
3.627612685759611e-04	2.498928e+00
3.643352255121613e-04	2.498575e+00
3.660677528166718e-04	2.497918e+00
3.681469310138387e-04	2.497254e+00
3.703911115917008e-04	2.497432e+00
3.724802825983342e-04	2.498477e+00
3.745342681731828e-04	2.499914e+00
3.773068842386945e-04	2.501585e+00
3.787189754081141e-04	2.501720e+00
3.798299415790935e-04	2.501344e+00
3.811974403931458e-04	2.500901e+00
3.820574711609149e-04	2.500519e+00
3.828835322125697e-04	2.500052e+00
3.838365920759364e-04	2.499740e+00
3.846890563697607e-04	2.499575e+00
3.855565499901948e-04	2.499430e+00
3.864058670689554e-04	2.499538e+00
3.873632198065581e-04	2.499876e+00
3.882614325274081e-04	2.499895e+00
3.889393672271790e-04	2.499533e+00
3.897849543769980e-04	2.499123e+00
3.907883046401242e-04	2.499212e+00
3.916922364893805e-04	2.499515e+00
3.927378522244265e-04	2.499816e+00
3.948290836945186e-04	2.500701e+00
3.964092508019753e-04	2.501518e+00
3.978930431530491e-04	2.502031e+00
3.989207620489306e-04	2.502301e+00
4.004071853362282e-04	2.502365e+00
4.017680035566008e-04	2.501749e+00
4.032904275405209e-04	2.501143e+00
4.046781931443500e-04	2.501203e+00
4.063076389691672e-04	2.501287e+00
4.080134224482511e-04	2.500937e+00
4.104012958211149e-04	2.499966e+00
4.132515192074420e-04	2.498635e+00
4.159703412638821e-04	2.498051e+00
4.171394937885451e-04	2.498222e+00
4.182133776799622e-04	2.498487e+00
4.194348693317449e-04	2.498965e+00
4.203910101259777e-04	2.499578e+00
4.216487980988179e-04	2.500308e+00
4.222828226014660e-04	2.500463e+00
4.230085655804178e-04	2.500285e+00
4.236568059001491e-04	2.499871e+00
4.244720731856483e-04	2.499454e+00
4.251297746578863e-04	2.499558e+00
4.257629828713915e-04	2.500006e+00
4.265028397930500e-04	2.500539e+00
4.274686640250811e-04	2.501038e+00
4.281445269207934e-04	2.501203e+00
4.286949137846587e-04	2.501050e+00
4.290561642258851e-04	2.500713e+00
4.294134035222979e-04	2.500273e+00
4.297590034349621e-04	2.499881e+00
4.300372129890602e-04	2.499617e+00
4.302824720079034e-04	2.499451e+00
4.304764298304987e-04	2.499406e+00
4.306478724550732e-04	2.499463e+00
4.308059528301736e-04	2.499594e+00
4.309646663275423e-04	2.499779e+00
4.311731445890019e-04	2.500042e+00
4.314555427202360e-04	2.500362e+00
4.318194119295981e-04	2.500686e+00
4.321661051831489e-04	2.500875e+00
4.326182775110130e-04	2.500891e+00
4.330959190022896e-04	2.500653e+00
4.336029097717836e-04	2.500260e+00
4.342473298780805e-04	2.499741e+00
4.348958879149150e-04	2.499253e+00
4.354311397270560e-04	2.498984e+00
4.358706131495729e-04	2.498982e+00
4.362155615688115e-04	2.499129e+00
4.365589346548882e-04	2.499322e+00
4.371736100056652e-04	2.499663e+00
4.384029607072192e-04	2.500306e+00
4.388282439701468e-04	2.500440e+00
4.391934574908134e-04	2.500425e+00
4.394855167739785e-04	2.500304e+00
4.397771364112517e-04	2.500073e+00
4.401078637426454e-04	2.499737e+00
4.404462355230090e-04	2.499441e+00
4.408832669183976e-04	2.499237e+00
4.413775333076260e-04	2.499221e+00
4.419228101581889e-04	2.499331e+00
4.426202025532856e-04	2.499339e+00
4.433196028468975e-04	2.499043e+00
4.441410758648504e-04	2.498730e+00
4.451507914836826e-04	2.498966e+00
4.461434141867491e-04	2.499600e+00
4.471076365272816e-04	2.500231e+00
4.490360812083467e-04	2.501280e+00
4.505619274214312e-04	2.501632e+00
4.513897832364750e-04	2.501481e+00
4.522575889615677e-04	2.501073e+00
4.533535591706716e-04	2.500483e+00
4.544383322722540e-04	2.500252e+00
4.553274393815990e-04	2.500429e+00
4.562721805760418e-04	2.500502e+00
4.570719186456757e-04	2.500245e+00
4.581561158122088e-04	2.499923e+00
4.591232023831486e-04	2.500128e+00
4.599860690388044e-04	2.500612e+00
4.608941482978439e-04	2.500786e+00
4.616340545275875e-04	2.500517e+00
4.625906933446303e-04	2.500009e+00
4.639352994368701e-04	2.499211e+00
4.664317279668832e-04	2.497803e+00
4.674974659198489e-04	2.497767e+00
4.684192023307560e-04	2.498339e+00
4.695471768202822e-04	2.499107e+00
4.709423547704804e-04	2.499700e+00
4.723471071307685e-04	2.500283e+00
4.742857081361765e-04	2.501109e+00
4.758353071131748e-04	2.501395e+00
4.767581938943807e-04	2.501356e+00
4.777255324804246e-04	2.501179e+00
4.791489061648784e-04	2.500686e+00
4.805097416275973e-04	2.499986e+00
4.821239756085996e-04	2.498929e+00
4.828992449276797e-04	2.498512e+00
4.836406860412969e-04	2.498581e+00
4.841405068449131e-04	2.498986e+00
4.846332396641238e-04	2.499287e+00
4.850915808479856e-04	2.499165e+00
4.856244507101895e-04	2.498845e+00
4.862281898127183e-04	2.498635e+00
4.874356680177757e-04	2.498497e+00
4.885427181391519e-04	2.498670e+00
4.896071303887202e-04	2.499367e+00
4.908316247404568e-04	2.500445e+00
4.921121109249214e-04	2.500934e+00
4.928947431343590e-04	2.500602e+00
4.937955995538497e-04	2.500086e+00
4.947092626694008e-04	2.499872e+00
4.956882697075985e-04	2.499811e+00
4.971310963856794e-04	2.500069e+00
4.980486657966594e-04	2.500369e+00
4.986949271463626e-04	2.500427e+00
4.987967782259810e-04	2.500441e+00
4.989131794598306e-04	2.500470e+00
4.991459819275298e-04	2.500507e+00
4.995423950646016e-04	2.500498e+00
4.995866807788880e-04	2.500473e+00
4.996309664931745e-04	2.500445e+00
4.996752522074609e-04	2.500413e+00
4.997195379217473e-04	2.500378e+00
4.997638236360337e-04	2.500339e+00
4.998081093503202e-04	2.500297e+00
4.998523950646065e-04	2.500251e+00
4.998737671982342e-04	2.500228e+00
4.998951393318618e-04	2.500205e+00
4.999165114654894e-04	2.500181e+00
4.999378835991172e-04	2.500157e+00
4.999592557327448e-04	2.500132e+00
4.999806278663724e-04	2.500107e+00
5.000020000000000e-04	2.500082e+00
5.000026000000000e-04	2.500103e+00
5.000040000000001e-04	2.500190e+00
5.000045600000002e-04	2.500211e+00
5.000052000000003e-04	2.500216e+00
5.000141600000009e-04	2.500181e+00
5.000448800000030e-04	2.500014e+00
5.000858400000059e-04	2.499758e+00
5.001677600000116e-04	2.499218e+00
5.003316000000231e-04	2.498155e+00
5.006592800000460e-04	2.496240e+00
5.013146400000919e-04	2.493037e+00
5.020520495811864e-04	2.490428e+00
5.031527489221873e-04	2.488115e+00
5.043461340605458e-04	2.486568e+00
5.057787442901587e-04	2.485075e+00
5.073501661690873e-04	2.483972e+00
5.092920179764961e-04	2.483801e+00
5.113131885643460e-04	2.484557e+00
5.121721922754481e-04	2.485103e+00
5.129888604859677e-04	2.486012e+00
5.133793916314677e-04	2.486727e+00
5.134011957515598e-04	2.486776e+00
5.134448039917441e-04	2.486874e+00
5.134584987735282e-04	2.486904e+00
5.134686150942050e-04	2.486925e+00
5.134807043165549e-04	2.486951e+00
5.134918188547603e-04	2.486974e+00
5.135140479311713e-04	2.487019e+00
5.135349447485842e-04	2.487061e+00
5.135767383834102e-04	2.487139e+00
5.136282072915725e-04	2.487228e+00
5.137311451078970e-04	2.487384e+00
5.138911105938486e-04	2.487578e+00
5.142110415657520e-04	2.487916e+00
5.148414820013638e-04	2.488640e+00
5.154858663255842e-04	2.489329e+00
5.163373826504677e-04	2.489969e+00
5.170587849084869e-04	2.490565e+00
5.178329357543071e-04	2.491555e+00
5.185972481543399e-04	2.492546e+00
5.194848404410956e-04	2.493211e+00
5.206471732452553e-04	2.493469e+00
5.218350008536615e-04	2.493559e+00
5.233072616560737e-04	2.493811e+00
5.247978392284071e-04	2.494109e+00
5.264472611147882e-04	2.494357e+00
5.277000201423696e-04	2.494667e+00
5.298605234305537e-04	2.495619e+00
5.312558748553939e-04	2.496469e+00
5.340465777050744e-04	2.498563e+00
5.366861229367239e-04	2.500573e+00
5.389805633376295e-04	2.501829e+00
5.412980641450046e-04	2.502608e+00
5.431500357446881e-04	2.502820e+00
5.451554047498401e-04	2.502360e+00
5.470350878065957e-04	2.501885e+00
5.488850054044447e-04	2.501722e+00
5.505998062288800e-04	2.501216e+00
5.522124835613904e-04	2.500239e+00
5.539885850608748e-04	2.499252e+00
5.558793657646302e-04	2.498705e+00
5.575467415341569e-04	2.498548e+00
5.595840816838339e-04	2.498798e+00
5.622457921951531e-04	2.499479e+00
5.638433199529596e-04	2.499430e+00
5.653859148735288e-04	2.499207e+00
5.666513928447834e-04	2.499534e+00
5.677903197700734e-04	2.499969e+00
5.690169800674214e-04	2.500118e+00
5.704057964204966e-04	2.500014e+00
5.721033761477482e-04	2.499669e+00
5.743138534194043e-04	2.499366e+00
5.759184861009723e-04	2.499839e+00
5.775780594752266e-04	2.500773e+00
5.786291079409901e-04	2.500780e+00
5.799288687926003e-04	2.499907e+00
5.807347622027561e-04	2.499505e+00
5.816794117419191e-04	2.499496e+00
5.824224223750405e-04	2.499493e+00
5.833376120097146e-04	2.499318e+00
5.844532589651221e-04	2.499162e+00
5.855951137939892e-04	2.499221e+00
5.878788234517233e-04	2.499561e+00
5.899078240788984e-04	2.499663e+00
5.918708974771375e-04	2.499728e+00
5.932780971361312e-04	2.500343e+00
5.946893603254459e-04	2.501353e+00
5.958572024255737e-04	2.501678e+00
5.967612299532883e-04	2.501302e+00
5.976465104026855e-04	2.500726e+00
5.985952819794163e-04	2.500479e+00
5.992178789650732e-04	2.500661e+00
5.999285130647350e-04	2.500907e+00
6.004559404014463e-04	2.500955e+00
6.010217776112198e-04	2.501045e+00
6.017985151999133e-04	2.501150e+00
6.025200653500574e-04	2.501005e+00
6.034223028717487e-04	2.500678e+00
6.044182984283686e-04	2.500404e+00
6.056079688394433e-04	2.500336e+00
6.067225572795563e-04	2.500550e+00
6.079795654811290e-04	2.500709e+00
6.093007966768477e-04	2.500339e+00
6.106258010532732e-04	2.499653e+00
6.118189905664222e-04	2.499215e+00
6.127005306001672e-04	2.499234e+00
6.133410319144649e-04	2.499627e+00
6.139725709192916e-04	2.500206e+00
6.146424987955555e-04	2.500516e+00
6.151961060035457e-04	2.500338e+00
6.158534665820627e-04	2.499905e+00
6.165004311177958e-04	2.499607e+00
6.171960147899592e-04	2.499472e+00
6.181048516748298e-04	2.499430e+00
6.190068290233338e-04	2.499401e+00
6.201814378355654e-04	2.499366e+00
6.216446556867733e-04	2.499473e+00
6.226854977758537e-04	2.499779e+00
6.236806151702808e-04	2.500139e+00
6.246780221850138e-04	2.500171e+00
6.252627958170075e-04	2.499993e+00
6.259529076870041e-04	2.499827e+00
6.266389350505226e-04	2.499763e+00
6.273807670692454e-04	2.499561e+00
6.281861467109784e-04	2.499109e+00
6.290075591914872e-04	2.498698e+00
6.299458443217595e-04	2.498576e+00
6.308738026820568e-04	2.498556e+00
6.317220633755309e-04	2.498314e+00
6.324263724874345e-04	2.498068e+00
6.333465932717860e-04	2.497987e+00
6.346745246736576e-04	2.498163e+00
6.359265553056730e-04	2.498475e+00
6.373990380938728e-04	2.499213e+00
6.390303755152522e-04	2.500633e+00
6.400699775776599e-04	2.501524e+00
6.412504606161265e-04	2.501884e+00
6.423283586222852e-04	2.501699e+00
6.435440188689420e-04	2.501290e+00
6.450233470336321e-04	2.500608e+00
6.459625084225156e-04	2.500030e+00
6.473997924780154e-04	2.498982e+00
6.484395814752185e-04	2.498337e+00
6.497089512195354e-04	2.498023e+00
6.511914154462063e-04	2.498389e+00
6.525906300704314e-04	2.499397e+00
6.541625878054974e-04	2.500758e+00
6.557648830641781e-04	2.501546e+00
6.567263071792500e-04	2.501327e+00
6.574736402964320e-04	2.500799e+00
6.583864119862914e-04	2.500264e+00
6.591170053600933e-04	2.500134e+00
6.598388421706202e-04	2.500141e+00
6.605885802855498e-04	2.500084e+00
6.616846922762637e-04	2.500025e+00
6.627907507405083e-04	2.500026e+00
6.638085709755792e-04	2.499799e+00
6.644669233000359e-04	2.499368e+00
6.652484919226170e-04	2.498714e+00
6.660766703117406e-04	2.498210e+00
6.671783930698317e-04	2.498041e+00
6.684163181844792e-04	2.498527e+00
6.693323653999301e-04	2.499196e+00
6.700977966209178e-04	2.499513e+00
6.708859192944077e-04	2.499362e+00
6.714873907046864e-04	2.499168e+00
6.722266314859618e-04	2.499057e+00
6.734501746994178e-04	2.499015e+00
6.744066833898393e-04	2.499247e+00
6.758313702434477e-04	2.500094e+00
6.766348258951493e-04	2.500395e+00
6.776856004311110e-04	2.500104e+00
6.785729615426061e-04	2.499548e+00
6.795364041310469e-04	2.499091e+00
6.805130753390978e-04	2.499149e+00
6.815673983182114e-04	2.499886e+00
6.822606248343039e-04	2.500522e+00
6.829846337590474e-04	2.500802e+00
6.837067521159521e-04	2.500579e+00
6.842777674341859e-04	2.500389e+00
6.850282538653839e-04	2.500419e+00
6.857147833896364e-04	2.500496e+00
6.865057983433736e-04	2.500464e+00
6.874110779668959e-04	2.500444e+00
6.882341736926016e-04	2.500517e+00
6.893596006720126e-04	2.500781e+00
6.906380303852396e-04	2.501180e+00
6.915717631814594e-04	2.501154e+00
6.920907724414914e-04	2.500837e+00
6.926241234967889e-04	2.500456e+00
6.932124198648101e-04	2.500288e+00
6.937645755721873e-04	2.500323e+00
6.943490129444013e-04	2.500320e+00
6.950873985117462e-04	2.500104e+00
6.958794085245648e-04	2.499872e+00
6.967413916282941e-04	2.499943e+00
6.973902980128741e-04	2.500122e+00
6.980562580964562e-04	2.500135e+00
6.986981362330886e-04	2.500069e+00
6.993642937131153e-04	2.500266e+00
6.999462559705355e-04	2.500676e+00
7.005703624736602e-04	2.500941e+00
7.012912763188479e-04	2.500734e+00
7.019454022522164e-04	2.500373e+00
7.025900345965629e-04	2.500099e+00
7.033584004938161e-04	2.499904e+00
7.040182405744935e-04	2.500111e+00
7.046951758359651e-04	2.500819e+00
7.053658168473666e-04	2.501583e+00
7.061716703121374e-04	2.502089e+00
7.072370255340004e-04	2.502195e+00
7.083225483879708e-04	2.502100e+00
7.098561986332178e-04	2.502185e+00
7.114465346834723e-04	2.502341e+00
7.129042162339848e-04	2.501912e+00
7.142830753075341e-04	2.501148e+00
7.155335008052846e-04	2.500698e+00
7.167334183835932e-04	2.500386e+00
7.178857804723581e-04	2.500132e+00
7.193047372119948e-04	2.499849e+00
7.207596444383482e-04	2.499424e+00
7.217828265895724e-04	2.499288e+00
7.228747480259405e-04	2.499242e+00
7.239514749546225e-04	2.499191e+00
7.248542331891733e-04	2.499471e+00
7.256640036290684e-04	2.499766e+00
7.265531366532063e-04	2.499747e+00
7.273584427534674e-04	2.499709e+00
7.282224457734092e-04	2.499869e+00
7.297477338915291e-04	2.500094e+00
7.310727813288655e-04	2.499708e+00
7.321693956063916e-04	2.498871e+00
7.330277436821315e-04	2.498283e+00
7.337373119707996e-04	2.498268e+00
7.342449221551641e-04	2.498639e+00
7.346888541881296e-04	2.499053e+00
7.351111361341670e-04	2.499271e+00
7.355033612332612e-04	2.499248e+00
7.359294388949590e-04	2.499003e+00
7.364375654563445e-04	2.498563e+00
7.371015945330658e-04	2.498053e+00
7.379356262417751e-04	2.497696e+00
7.388057700693099e-04	2.497566e+00
7.397765393188404e-04	2.497554e+00
7.417180778179011e-04	2.497679e+00
7.444322119730233e-04	2.498210e+00
7.461591133053622e-04	2.499011e+00
7.474644429271240e-04	2.499681e+00
7.485910687850324e-04	2.499827e+00
7.495167506560688e-04	2.499715e+00
7.507602431431110e-04	2.499624e+00
7.519305116327638e-04	2.499638e+00
7.528883463267621e-04	2.499901e+00
7.538692281390872e-04	2.500409e+00
7.550443944600688e-04	2.501004e+00
7.561747396928548e-04	2.501598e+00
7.573336104722691e-04	2.501988e+00
7.585675020712892e-04	2.501693e+00
7.594879734606850e-04	2.501160e+00
7.604848270224924e-04	2.500700e+00
7.610811793049234e-04	2.500569e+00
7.616557115571289e-04	2.500592e+00
7.621701504677383e-04	2.500738e+00
7.627005898889912e-04	2.500874e+00
7.633209224975786e-04	2.500880e+00
7.639568724381329e-04	2.500856e+00
7.648091403564272e-04	2.501077e+00
7.656999053428498e-04	2.501546e+00
7.666546854005073e-04	2.501793e+00
7.675917678815537e-04	2.501491e+00
7.685318212197936e-04	2.501029e+00
7.695648375606091e-04	2.500695e+00
7.706057450910068e-04	2.500315e+00
7.718681692948965e-04	2.499593e+00
7.733073554300810e-04	2.498689e+00
7.742966813446609e-04	2.498255e+00
7.755753628639738e-04	2.498095e+00
7.767391416414794e-04	2.498166e+00
7.777869647803864e-04	2.498171e+00
7.790736180608934e-04	2.497997e+00
7.809857279185190e-04	2.497718e+00
7.819633025321956e-04	2.497853e+00
7.830794835677907e-04	2.498553e+00
7.839089895558128e-04	2.499368e+00
7.847564467023955e-04	2.500082e+00
7.856726779724578e-04	2.500342e+00
7.864725424164545e-04	2.500361e+00
7.873781492969208e-04	2.500675e+00
7.882784853018899e-04	2.501228e+00
7.890207737530886e-04	2.501434e+00
7.897565810242031e-04	2.501439e+00
7.905766929230534e-04	2.501520e+00
7.912726121170712e-04	2.501409e+00
7.919794612210448e-04	2.501065e+00
7.928548209060187e-04	2.500682e+00
7.934493046041192e-04	2.500554e+00
7.939134912468601e-04	2.500646e+00
7.943022417186327e-04	2.500918e+00
7.947029227566712e-04	2.501325e+00
7.951330441394486e-04	2.501795e+00
7.959867311494004e-04	2.502577e+00
7.970765531459885e-04	2.503150e+00
